,Unnamed: 0,Area Name,Quarter,No Of Establishments,Employment,One-Year Employment Gain/Loss (Percent),Average Weekly Wages,On-Year Weekly Wages Gain/Loss (Percent),Industry,FIPS
515,12,Bee County,Fourth Quarter,51.0,216.0,-0.9,1048.0,8.6,Financial Activities,48025.0
516,13,Bell County,Fourth Quarter,618.0,6172.0,3.5,793.0,0.8,Financial Activities,48027.0
517,14,Bexar County,Fourth Quarter,4385.0,77227.0,-0.2,1398.0,5.3,Financial Activities,48029.0
518,15,Blanco County,Fourth Quarter,20.0,77.0,-23.0,857.0,-17.7,Financial Activities,48031.0
519,16,Borden County,Fourth Quarter,1.0,,,,,Financial Activities,48033.0
520,17,Bosque County,Fourth Quarter,31.0,153.0,2.0,772.0,0.7,Financial Activities,48035.0
521,18,Bowie County,Fourth Quarter,286.0,1740.0,5.1,999.0,-0.2,Financial Activities,48037.0
522,19,Brazoria County,Fourth Quarter,623.0,3645.0,0.8,1145.0,5.3,Financial Activities,48039.0
523,20,Brazos County,Fourth Quarter,553.0,3507.0,0.7,1067.0,5.9,Financial Activities,48041.0
524,21,Brewster County,Fourth Quarter,40.0,129.0,1.6,1049.0,11.0,Financial Activities,48043.0
525,22,Briscoe County,Fourth Quarter,4.0,26.0,18.2,1445.0,-4.7,Financial Activities,48045.0
526,23,Brooks County,Fourth Quarter,9.0,,,,,Financial Activities,48047.0
527,24,Brown County,Fourth Quarter,84.0,397.0,-28.9,953.0,5.3,Financial Activities,48049.0
528,25,Burleson County,Fourth Quarter,27.0,151.0,4.1,1234.0,8.5,Financial Activities,48051.0
529,26,Burnet County,Fourth Quarter,117.0,523.0,4.0,1205.0,2.2,Financial Activities,48053.0
530,27,Caldwell County,Fourth Quarter,62.0,261.0,2.8,819.0,-4.1,Financial Activities,48055.0
531,28,Calhoun County,Fourth Quarter,54.0,302.0,6.0,1211.0,13.7,Financial Activities,48057.0
532,29,Callahan County,Fourth Quarter,20.0,85.0,7.6,1053.0,33.3,Financial Activities,48059.0
533,30,Cameron County,Fourth Quarter,751.0,4918.0,-0.3,769.0,4.3,Financial Activities,48061.0
534,31,Camp County,Fourth Quarter,23.0,102.0,-11.3,894.0,10.9,Financial Activities,48063.0
535,32,Carson County,Fourth Quarter,8.0,32.0,3.2,770.0,-14.3,Financial Activities,48065.0
536,33,Cass County,Fourth Quarter,60.0,253.0,-5.9,957.0,6.1,Financial Activities,48067.0
537,34,Castro County,Fourth Quarter,19.0,79.0,-2.5,1040.0,-12.5,Financial Activities,48069.0
538,35,Chambers County,Fourth Quarter,57.0,274.0,-6.2,1298.0,15.2,Financial Activities,48071.0
539,36,Cherokee County,Fourth Quarter,77.0,477.0,5.8,1216.0,-4.6,Financial Activities,48073.0
540,37,Childress County,Fourth Quarter,28.0,121.0,8.0,911.0,0.1,Financial Activities,48075.0
541,38,Clay County,Fourth Quarter,13.0,47.0,20.5,1371.0,2.8,Financial Activities,48077.0
542,39,Cochran County,Fourth Quarter,6.0,18.0,-10.0,1061.0,11.1,Financial Activities,48079.0
543,40,Coke County,Fourth Quarter,4.0,26.0,-23.5,836.0,-32.9,Financial Activities,48081.0
544,41,Coleman County,Fourth Quarter,19.0,120.0,2.6,1159.0,-4.8,Financial Activities,48083.0
545,42,Collin County,Fourth Quarter,3059.0,43733.0,12.8,1712.0,6.9,Financial Activities,48085.0
546,43,Collingsworth County,Fourth Quarter,3.0,,,,,Financial Activities,48087.0
547,44,Colorado County,Fourth Quarter,41.0,200.0,5.8,1437.0,10.6,Financial Activities,48089.0
548,45,Comal County,Fourth Quarter,412.0,1764.0,19.5,1201.0,4.2,Financial Activities,48091.0
549,46,Comanche County,Fourth Quarter,31.0,160.0,7.4,727.0,-8.6,Financial Activities,48093.0
550,47,Concho County,Fourth Quarter,8.0,26.0,4.0,1279.0,12.8,Financial Activities,48095.0
551,48,Cooke County,Fourth Quarter,80.0,663.0,11.6,1262.0,4.6,Financial Activities,48097.0
552,49,Coryell County,Fourth Quarter,133.0,964.0,3.5,1670.0,66.2,Financial Activities,48099.0
553,50,Cottle County,Fourth Quarter,1.0,,,,,Financial Activities,48101.0
554,51,Crane County,Fourth Quarter,12.0,67.0,17.5,1132.0,13.5,Financial Activities,48103.0
555,52,Crockett County,Fourth Quarter,12.0,123.0,2.5,1099.0,4.6,Financial Activities,48105.0
556,53,Crosby County,Fourth Quarter,11.0,54.0,1.9,751.0,-9.8,Financial Activities,48107.0
557,54,Culberson County,Fourth Quarter,4.0,,,,,Financial Activities,48109.0
558,55,Dallam County,Fourth Quarter,25.0,177.0,-2.2,1201.0,-31.2,Financial Activities,48111.0
559,56,Dallas County,Fourth Quarter,9617.0,165866.0,3.0,1800.0,2.3,Financial Activities,48113.0
560,57,Dawson County,Fourth Quarter,25.0,118.0,0.9,1198.0,16.1,Financial Activities,48115.0
561,58,Deaf Smith County,Fourth Quarter,45.0,224.0,-8.2,1780.0,14.0,Financial Activities,48117.0
562,59,Delta County,Fourth Quarter,6.0,25.0,8.7,1176.0,-2.2,Financial Activities,48119.0
563,60,Denton County,Fourth Quarter,1657.0,12905.0,-9.2,1269.0,-4.4,Financial Activities,48121.0
564,61,DeWitt County,Fourth Quarter,58.0,557.0,17.8,1050.0,5.5,Financial Activities,48123.0
565,62,Dickens County,Fourth Quarter,4.0,17.0,13.3,1106.0,4.3,Financial Activities,48125.0
566,63,Dimmit County,Fourth Quarter,24.0,177.0,14.2,855.0,0.1,Financial Activities,48127.0
567,64,Donley County,Fourth Quarter,8.0,34.0,-50.7,955.0,-21.3,Financial Activities,48129.0
568,65,Duval County,Fourth Quarter,7.0,43.0,-2.3,732.0,-3.2,Financial Activities,48131.0
569,66,Eastland County,Fourth Quarter,45.0,495.0,42.7,1417.0,16.7,Financial Activities,48133.0
570,67,Ector County,Fourth Quarter,384.0,3294.0,6.5,1306.0,11.1,Financial Activities,48135.0
571,68,Edwards County,Fourth Quarter,4.0,,,,,Financial Activities,48137.0
572,69,Ellis County,Fourth Quarter,304.0,1345.0,3.2,1187.0,9.3,Financial Activities,48139.0
573,70,El Paso County,Fourth Quarter,1692.0,12423.0,-0.1,941.0,4.9,Financial Activities,48141.0
574,71,Erath County,Fourth Quarter,99.0,572.0,5.1,914.0,3.2,Financial Activities,48143.0
575,72,Falls County,Fourth Quarter,19.0,57.0,-35.2,805.0,-8.8,Financial Activities,48145.0
576,73,Fannin County,Fourth Quarter,54.0,311.0,-7.4,1000.0,8.6,Financial Activities,48147.0
577,74,Fayette County,Fourth Quarter,75.0,524.0,3.6,1105.0,3.5,Financial Activities,48149.0
578,75,Fisher County,Fourth Quarter,6.0,44.0,-2.2,1476.0,9.7,Financial Activities,48151.0
579,76,Floyd County,Fourth Quarter,12.0,60.0,1.7,943.0,4.3,Financial Activities,48153.0
580,77,Foard County,Fourth Quarter,2.0,,,,,Financial Activities,48155.0
581,78,Fort Bend County,Fourth Quarter,1398.0,6989.0,7.4,1435.0,-2.7,Financial Activities,48157.0
582,79,Franklin County,Fourth Quarter,24.0,103.0,8.4,832.0,-10.3,Financial Activities,48159.0
583,80,Freestone County,Fourth Quarter,30.0,123.0,-18.0,954.0,1.5,Financial Activities,48161.0
584,81,Frio County,Fourth Quarter,25.0,164.0,22.4,1294.0,-2.9,Financial Activities,48163.0
585,82,Gaines County,Fourth Quarter,30.0,174.0,-2.2,1209.0,14.1,Financial Activities,48165.0
586,83,Galveston County,Fourth Quarter,706.0,6202.0,3.9,1114.0,3.1,Financial Activities,48167.0
587,84,Garza County,Fourth Quarter,10.0,45.0,,688.0,,Financial Activities,48169.0
588,85,Gillespie County,Fourth Quarter,80.0,428.0,1.4,1048.0,-0.8,Financial Activities,48171.0
589,86,Glasscock County,Fourth Quarter,2.0,,,,,Financial Activities,48173.0
590,87,Goliad County,Fourth Quarter,11.0,39.0,5.4,1022.0,6.2,Financial Activities,48175.0
591,88,Gonzales County,Fourth Quarter,45.0,295.0,8.1,1017.0,10.7,Financial Activities,48177.0
592,89,Gray County,Fourth Quarter,54.0,245.0,1.2,1159.0,-5.1,Financial Activities,48179.0
593,90,Grayson County,Fourth Quarter,270.0,2234.0,-22.1,1010.0,2.5,Financial Activities,48181.0
594,91,Gregg County,Fourth Quarter,450.0,3121.0,2.3,1100.0,12.2,Financial Activities,48183.0
595,92,Grimes County,Fourth Quarter,30.0,315.0,24.5,1155.0,4.3,Financial Activities,48185.0
596,93,Guadalupe County,Fourth Quarter,214.0,1116.0,1.0,1125.0,5.6,Financial Activities,48187.0
597,94,Hale County,Fourth Quarter,75.0,366.0,-9.6,835.0,12.4,Financial Activities,48189.0
598,95,Hall County,Fourth Quarter,6.0,44.0,0.0,821.0,8.0,Financial Activities,48191.0
599,96,Hamilton County,Fourth Quarter,12.0,65.0,1.6,964.0,2.4,Financial Activities,48193.0
600,97,Hansford County,Fourth Quarter,13.0,127.0,1.6,1075.0,3.1,Financial Activities,48195.0
601,98,Hardeman County,Fourth Quarter,7.0,41.0,0.0,1152.0,0.3,Financial Activities,48197.0
602,99,Hardin County,Fourth Quarter,90.0,307.0,1.3,804.0,4.0,Financial Activities,48199.0
603,100,Harris County,Fourth Quarter,12244.0,127041.0,2.1,1811.0,2.4,Financial Activities,48201.0
604,101,Harrison County,Fourth Quarter,134.0,963.0,-3.9,1032.0,15.3,Financial Activities,48203.0
605,102,Hartley County,Fourth Quarter,4.0,,,,,Financial Activities,48205.0
606,103,Haskell County,Fourth Quarter,8.0,48.0,4.3,786.0,6.8,Financial Activities,48207.0
607,104,Hays County,Fourth Quarter,427.0,2532.0,5.4,989.0,2.9,Financial Activities,48209.0
608,105,Hemphill County,Fourth Quarter,20.0,83.0,-15.3,1145.0,-11.7,Financial Activities,48211.0
609,106,Henderson County,Fourth Quarter,146.0,679.0,-0.4,808.0,3.7,Financial Activities,48213.0
610,107,Hidalgo County,Fourth Quarter,1328.0,8817.0,2.2,862.0,4.2,Financial Activities,48215.0
611,108,Hill County,Fourth Quarter,65.0,259.0,1.2,901.0,11.5,Financial Activities,48217.0
612,109,Hockley County,Fourth Quarter,55.0,277.0,6.9,1098.0,6.3,Financial Activities,48219.0
613,110,Hood County,Fourth Quarter,153.0,837.0,-9.5,1171.0,-13.4,Financial Activities,48221.0
614,111,Hopkins County,Fourth Quarter,85.0,605.0,4.1,940.0,3.4,Financial Activities,48223.0
615,112,Houston County,Fourth Quarter,73.0,380.0,22.6,1587.0,-6.0,Financial Activities,48225.0
616,113,Howard County,Fourth Quarter,90.0,425.0,-3.8,946.0,4.4,Financial Activities,48227.0
617,114,Hudspeth County,Fourth Quarter,3.0,8.0,,503.0,,Financial Activities,48229.0
618,115,Hunt County,Fourth Quarter,146.0,555.0,-23.4,976.0,0.4,Financial Activities,48231.0
619,116,Hutchinson County,Fourth Quarter,38.0,204.0,-1.0,1068.0,5.1,Financial Activities,48233.0
620,117,Irion County,Fourth Quarter,3.0,,,,,Financial Activities,48235.0
621,118,Jack County,Fourth Quarter,18.0,123.0,46.4,1258.0,12.7,Financial Activities,48237.0
622,119,Jackson County,Fourth Quarter,34.0,149.0,3.5,822.0,7.5,Financial Activities,48239.0
623,120,Jasper County,Fourth Quarter,59.0,290.0,9.4,885.0,0.1,Financial Activities,48241.0
624,121,Jeff Davis County,Fourth Quarter,5.0,36.0,12.5,882.0,14.7,Financial Activities,48243.0
625,122,Jefferson County,Fourth Quarter,576.0,4643.0,3.9,1121.0,6.7,Financial Activities,48245.0
626,123,Jim Hogg County,Fourth Quarter,11.0,47.0,-9.6,690.0,-2.4,Financial Activities,48247.0
627,124,Jim Wells County,Fourth Quarter,92.0,718.0,-1.8,1163.0,10.7,Financial Activities,48249.0
628,125,Johnson County,Fourth Quarter,305.0,1341.0,1.4,1031.0,7.3,Financial Activities,48251.0
629,126,Jones County,Fourth Quarter,29.0,132.0,-7.7,1261.0,-13.2,Financial Activities,48253.0
630,127,Karnes County,Fourth Quarter,26.0,142.0,4.4,1371.0,3.5,Financial Activities,48255.0
631,128,Kaufman County,Fourth Quarter,163.0,900.0,2.7,1028.0,3.3,Financial Activities,48257.0
632,129,Kendall County,Fourth Quarter,154.0,1097.0,12.2,1137.0,2.7,Financial Activities,48259.0
633,130,Kenedy County,Fourth Quarter,1.0,,,,,Financial Activities,48261.0
634,131,Kent County,Fourth Quarter,2.0,,,,,Financial Activities,48263.0
635,132,Kerr County,Fourth Quarter,141.0,610.0,-2.1,1060.0,-0.3,Financial Activities,48265.0
636,133,Kimble County,Fourth Quarter,11.0,54.0,-20.6,1091.0,-57.4,Financial Activities,48267.0
637,134,Kinney County,Fourth Quarter,4.0,,,,,Financial Activities,48271.0
638,135,Kleberg County,Fourth Quarter,72.0,401.0,8.7,1067.0,1.4,Financial Activities,48273.0
639,136,Knox County,Fourth Quarter,7.0,44.0,4.8,890.0,-0.7,Financial Activities,48275.0
640,137,Lamar County,Fourth Quarter,117.0,791.0,-4.1,805.0,-2.5,Financial Activities,48277.0
641,138,Lamb County,Fourth Quarter,25.0,121.0,-5.5,1017.0,7.6,Financial Activities,48279.0
642,139,Lampasas County,Fourth Quarter,37.0,157.0,5.4,1163.0,11.0,Financial Activities,48281.0
643,140,La Salle County,Fourth Quarter,8.0,71.0,163.0,1201.0,34.8,Financial Activities,48283.0
644,141,Lavaca County,Fourth Quarter,34.0,184.0,-4.7,1316.0,1.2,Financial Activities,48285.0
645,142,Lee County,Fourth Quarter,38.0,308.0,8.8,1132.0,-3.4,Financial Activities,48287.0
646,143,Leon County,Fourth Quarter,32.0,194.0,-11.4,1527.0,14.9,Financial Activities,48289.0
647,144,Liberty County,Fourth Quarter,113.0,543.0,6.9,1170.0,12.3,Financial Activities,48291.0
648,145,Limestone County,Fourth Quarter,37.0,263.0,2.3,723.0,2.0,Financial Activities,48293.0
649,146,Lipscomb County,Fourth Quarter,5.0,38.0,-15.6,873.0,9.1,Financial Activities,48295.0
650,147,Live Oak County,Fourth Quarter,22.0,246.0,28.1,1352.0,22.7,Financial Activities,48297.0
651,148,Llano County,Fourth Quarter,62.0,277.0,-9.8,999.0,23.9,Financial Activities,48299.0
652,149,Loving County,Fourth Quarter,1.0,,,,,Financial Activities,48301.0
653,150,Lubbock County,Fourth Quarter,977.0,7717.0,0.4,1243.0,1.2,Financial Activities,48303.0
654,151,Lynn County,Fourth Quarter,19.0,102.0,36.0,1046.0,1.2,Financial Activities,48305.0
655,152,McCulloch County,Fourth Quarter,19.0,112.0,13.1,891.0,-0.4,Financial Activities,48307.0
656,153,McLennan County,Fourth Quarter,621.0,7022.0,4.6,1344.0,13.4,Financial Activities,48309.0
657,154,McMullen County,Fourth Quarter,7.0,31.0,40.9,1086.0,10.7,Financial Activities,48311.0
658,155,Madison County,Fourth Quarter,26.0,108.0,-16.9,811.0,6.0,Financial Activities,48313.0
659,156,Marion County,Fourth Quarter,13.0,36.0,-7.7,1073.0,-4.9,Financial Activities,48315.0
660,157,Martin County,Fourth Quarter,8.0,50.0,8.7,1192.0,9.2,Financial Activities,48317.0
661,158,Mason County,Fourth Quarter,12.0,51.0,-7.3,1398.0,12.5,Financial Activities,48319.0
662,159,Matagorda County,Fourth Quarter,66.0,347.0,13.4,941.0,2.3,Financial Activities,48321.0
663,160,Maverick County,Fourth Quarter,85.0,541.0,0.4,750.0,6.2,Financial Activities,48323.0
664,161,Medina County,Fourth Quarter,68.0,399.0,1.0,959.0,5.3,Financial Activities,48325.0
665,162,Menard County,Fourth Quarter,3.0,18.0,-37.9,841.0,2.9,Financial Activities,48327.0
666,163,Midland County,Fourth Quarter,667.0,3822.0,9.3,1498.0,4.2,Financial Activities,48329.0
667,164,Milam County,Fourth Quarter,40.0,282.0,2.9,983.0,5.0,Financial Activities,48331.0
668,165,Mills County,Fourth Quarter,11.0,62.0,17.0,995.0,0.8,Financial Activities,48333.0
669,166,Mitchell County,Fourth Quarter,6.0,45.0,-23.7,1057.0,4.0,Financial Activities,48335.0
670,167,Montague County,Fourth Quarter,33.0,195.0,0.0,1452.0,0.6,Financial Activities,48337.0
671,168,Montgomery County,Fourth Quarter,1308.0,9296.0,4.2,1558.0,1.9,Financial Activities,48339.0
672,169,Moore County,Fourth Quarter,45.0,195.0,7.7,971.0,2.5,Financial Activities,48341.0
673,170,Morris County,Fourth Quarter,24.0,116.0,0.0,925.0,-6.3,Financial Activities,48343.0
674,171,Motley County,Fourth Quarter,1.0,,,,,Financial Activities,48345.0
675,172,Nacogdoches County,Fourth Quarter,160.0,895.0,4.4,1033.0,-2.4,Financial Activities,48347.0
676,173,Navarro County,Fourth Quarter,105.0,656.0,2.5,1047.0,3.6,Financial Activities,48349.0
677,174,Newton County,Fourth Quarter,2.0,,,,,Financial Activities,48351.0
678,175,Nolan County,Fourth Quarter,39.0,214.0,7.5,989.0,-3.4,Financial Activities,48353.0
679,176,Nueces County,Fourth Quarter,958.0,6892.0,1.8,1138.0,3.7,Financial Activities,48355.0
680,177,Ochiltree County,Fourth Quarter,22.0,132.0,5.6,1066.0,-3.1,Financial Activities,48357.0
681,178,Oldham County,Fourth Quarter,3.0,9.0,,654.0,,Financial Activities,48359.0
682,179,Orange County,Fourth Quarter,152.0,739.0,0.5,920.0,3.3,Financial Activities,48361.0
683,180,Palo Pinto County,Fourth Quarter,64.0,294.0,15.3,1302.0,38.7,Financial Activities,48363.0
684,181,Panola County,Fourth Quarter,42.0,258.0,9.3,1292.0,7.8,Financial Activities,48365.0
685,182,Parker County,Fourth Quarter,233.0,1084.0,9.1,1138.0,3.3,Financial Activities,48367.0
686,183,Parmer County,Fourth Quarter,14.0,66.0,-8.3,1820.0,14.3,Financial Activities,48369.0
687,184,Pecos County,Fourth Quarter,38.0,226.0,0.0,991.0,1.2,Financial Activities,48371.0
688,185,Polk County,Fourth Quarter,70.0,722.0,12.6,814.0,-1.6,Financial Activities,48373.0
689,186,Potter County,Fourth Quarter,450.0,4809.0,-2.5,1243.0,12.9,Financial Activities,48375.0
690,187,Presidio County,Fourth Quarter,8.0,53.0,-7.0,843.0,7.0,Financial Activities,48377.0
691,188,Rains County,Fourth Quarter,10.0,66.0,,907.0,,Financial Activities,48379.0
692,189,Randall County,Fourth Quarter,305.0,1471.0,13.0,1163.0,10.3,Financial Activities,48381.0
693,190,Reagan County,Fourth Quarter,7.0,25.0,0.0,833.0,2.5,Financial Activities,48383.0
694,191,Real County,Fourth Quarter,9.0,20.0,-16.7,718.0,5.4,Financial Activities,48385.0
695,192,Red River County,Fourth Quarter,24.0,96.0,-4.0,886.0,7.8,Financial Activities,48387.0
696,193,Reeves County,Fourth Quarter,22.0,236.0,21.6,1242.0,23.5,Financial Activities,48389.0
697,194,Refugio County,Fourth Quarter,13.0,,,,,Financial Activities,48391.0
698,195,Roberts County,Fourth Quarter,2.0,,,,,Financial Activities,48393.0
699,196,Robertson County,Fourth Quarter,26.0,112.0,1.8,930.0,-26.4,Financial Activities,48395.0
700,197,Rockwall County,Fourth Quarter,239.0,1108.0,2.4,1196.0,6.8,Financial Activities,48397.0
701,198,Runnels County,Fourth Quarter,20.0,88.0,-5.4,1034.0,5.5,Financial Activities,48399.0
702,199,Rusk County,Fourth Quarter,74.0,672.0,24.0,1105.0,6.3,Financial Activities,48401.0
703,200,Sabine County,Fourth Quarter,11.0,66.0,-4.3,897.0,5.4,Financial Activities,48403.0
704,201,San Augustine County,Fourth Quarter,12.0,31.0,3.3,784.0,9.5,Financial Activities,48405.0
705,202,San Jacinto County,Fourth Quarter,19.0,84.0,5.0,860.0,-0.5,Financial Activities,48407.0
706,203,San Patricio County,Fourth Quarter,113.0,454.0,-5.4,738.0,2.8,Financial Activities,48409.0
707,204,San Saba County,Fourth Quarter,8.0,,,,,Financial Activities,48411.0
708,205,Schleicher County,Fourth Quarter,5.0,28.0,12.0,808.0,-7.3,Financial Activities,48413.0
709,206,Scurry County,Fourth Quarter,39.0,192.0,-4.0,1160.0,27.3,Financial Activities,48415.0
710,207,Shackelford County,Fourth Quarter,12.0,66.0,10.0,1216.0,-2.6,Financial Activities,48417.0
711,208,Shelby County,Fourth Quarter,60.0,437.0,5.3,883.0,6.3,Financial Activities,48419.0
712,209,Sherman County,Fourth Quarter,4.0,,,,,Financial Activities,48421.0
713,210,Smith County,Fourth Quarter,798.0,5058.0,-1.8,1225.0,5.0,Financial Activities,48423.0
714,211,Somervell County,Fourth Quarter,19.0,66.0,-21.4,1594.0,45.8,Financial Activities,48425.0
715,212,Starr County,Fourth Quarter,53.0,306.0,0.7,623.0,-0.2,Financial Activities,48427.0
716,213,Stephens County,Fourth Quarter,19.0,139.0,-7.9,1124.0,10.0,Financial Activities,48429.0
717,214,Sterling County,Fourth Quarter,6.0,30.0,-9.1,1174.0,11.9,Financial Activities,48431.0
718,215,Stonewall County,Fourth Quarter,2.0,,,,,Financial Activities,48433.0
719,216,Sutton County,Fourth Quarter,10.0,45.0,-10.0,892.0,-3.1,Financial Activities,48435.0
720,217,Swisher County,Fourth Quarter,13.0,40.0,-46.7,1023.0,-21.1,Financial Activities,48437.0
721,218,Tarrant County,Fourth Quarter,5070.0,54771.0,2.2,1515.0,11.5,Financial Activities,48439.0
722,219,Taylor County,Fourth Quarter,393.0,3561.0,10.1,1047.0,2.2,Financial Activities,48441.0
723,220,Terrell County,Fourth Quarter,1.0,,,,,Financial Activities,48443.0
724,221,Terry County,Fourth Quarter,23.0,108.0,21.3,941.0,-12.2,Financial Activities,48445.0
725,222,Throckmorton County,Fourth Quarter,1.0,,,,,Financial Activities,48447.0
726,223,Titus County,Fourth Quarter,77.0,464.0,11.3,904.0,-0.2,Financial Activities,48449.0
727,224,Tom Green County,Fourth Quarter,326.0,2555.0,7.0,1030.0,-9.9,Financial Activities,48451.0
728,225,Travis County,Fourth Quarter,4723.0,48265.0,5.9,1820.0,-2.9,Financial Activities,48453.0
729,226,Trinity County,Fourth Quarter,13.0,,,,,Financial Activities,48455.0
730,227,Tyler County,Fourth Quarter,23.0,148.0,6.5,837.0,3.5,Financial Activities,48457.0
731,228,Upshur County,Fourth Quarter,50.0,259.0,-4.4,919.0,-3.0,Financial Activities,48459.0
732,229,Upton County,Fourth Quarter,6.0,26.0,-13.3,1204.0,-2.7,Financial Activities,48461.0
733,230,Uvalde County,Fourth Quarter,62.0,347.0,-0.9,767.0,0.8,Financial Activities,48463.0
734,231,Val Verde County,Fourth Quarter,97.0,610.0,0.7,818.0,0.1,Financial Activities,48465.0
735,232,Van Zandt County,Fourth Quarter,85.0,327.0,-12.1,902.0,11.5,Financial Activities,48467.0
736,233,Victoria County,Fourth Quarter,299.0,1804.0,2.1,946.0,4.4,Financial Activities,48469.0
737,234,Walker County,Fourth Quarter,138.0,747.0,18.4,848.0,6.4,Financial Activities,48471.0
738,236,Ward County,Fourth Quarter,26.0,226.0,2.7,1219.0,5.1,Financial Activities,48475.0
739,237,Washington County,Fourth Quarter,97.0,911.0,2.4,1324.0,11.6,Financial Activities,48477.0
740,238,Webb County,Fourth Quarter,486.0,3850.0,3.0,870.0,6.2,Financial Activities,48479.0
741,239,Wharton County,Fourth Quarter,114.0,541.0,-4.2,1073.0,3.3,Financial Activities,48481.0
742,240,Wheeler County,Fourth Quarter,17.0,73.0,12.3,978.0,9.5,Financial Activities,48483.0
743,241,Wichita County,Fourth Quarter,349.0,2435.0,-0.3,1139.0,8.5,Financial Activities,48485.0
744,242,Wilbarger County,Fourth Quarter,39.0,188.0,-5.5,948.0,13.1,Financial Activities,48487.0
745,243,Willacy County,Fourth Quarter,24.0,124.0,-11.4,711.0,0.0,Financial Activities,48489.0
746,244,Williamson County,Fourth Quarter,1165.0,8084.0,3.2,1366.0,4.3,Financial Activities,48491.0
747,245,Wilson County,Fourth Quarter,55.0,223.0,2.8,906.0,5.8,Financial Activities,48493.0
748,246,Winkler County,Fourth Quarter,14.0,120.0,36.4,808.0,9.2,Financial Activities,48495.0
749,247,Wise County,Fourth Quarter,102.0,569.0,-6.1,1172.0,8.5,Financial Activities,48497.0
750,248,Wood County,Fourth Quarter,94.0,388.0,-10.0,1132.0,3.8,Financial Activities,48499.0
751,249,Yoakum County,Fourth Quarter,19.0,168.0,93.1,1152.0,24.7,Financial Activities,48501.0
752,250,Young County,Fourth Quarter,46.0,291.0,-6.1,1012.0,0.2,Financial Activities,48503.0
753,251,Zapata County,Fourth Quarter,16.0,283.0,50.5,860.0,7.8,Financial Activities,48505.0
754,252,Zavala County,Fourth Quarter,8.0,107.0,,1779.0,,Financial Activities,48507.0
755,253, ,,,,,,,,
756,0,Anderson County,Fourth Quarter,70.0,210.0,6.1,1371.0,27.8,Information,48001.0
757,1,Andrews County,Fourth Quarter,10.0,86.0,14.7,963.0,-6.2,Information,48003.0
758,2,Angelina County,Fourth Quarter,21.0,367.0,-3.7,822.0,1.7,Information,48005.0
759,3,Aransas County,Fourth Quarter,12.0,34.0,-35.8,875.0,17.8,Information,48007.0
760,4,Archer County,Fourth Quarter,2.0,,,,,Information,48009.0
761,5,Atascosa County,Fourth Quarter,6.0,44.0,-33.3,765.0,7.9,Information,48013.0
762,6,Austin County,Fourth Quarter,32.0,105.0,43.8,1875.0,1.9,Information,48015.0
763,7,Bailey County,Fourth Quarter,3.0,,,,,Information,48017.0
764,8,Bandera County,Fourth Quarter,7.0,26.0,-10.3,2592.0,69.7,Information,48019.0
765,9,Bastrop County,Fourth Quarter,13.0,,,,,Information,48021.0
766,10,Baylor County,Fourth Quarter,3.0,,,,,Information,48023.0
767,11,Bee County,Fourth Quarter,5.0,64.0,-36.6,679.0,-1.5,Information,48025.0
768,12,Bell County,Fourth Quarter,53.0,870.0,-3.4,948.0,0.9,Information,48027.0
769,13,Bexar County,Fourth Quarter,429.0,18988.0,-1.8,1285.0,-10.0,Information,48029.0
770,14,Blanco County,Fourth Quarter,4.0,11.0,,420.0,,Information,48031.0
771,15,Bosque County,Fourth Quarter,7.0,33.0,-60.7,409.0,42.5,Information,48035.0
772,16,Bowie County,Fourth Quarter,27.0,236.0,-27.2,847.0,23.1,Information,48037.0
773,17,Brazoria County,Fourth Quarter,40.0,502.0,0.8,912.0,1.1,Information,48039.0
774,18,Brazos County,Fourth Quarter,53.0,1214.0,-0.2,1168.0,7.0,Information,48041.0
775,19,Brewster County,Fourth Quarter,7.0,86.0,-7.5,1280.0,7.0,Information,48043.0
776,20,Brooks County,Fourth Quarter,4.0,,,,,Information,48047.0
777,21,Brown County,Fourth Quarter,14.0,140.0,-14.6,716.0,1.8,Information,48049.0
778,22,Burleson County,Fourth Quarter,3.0,8.0,-20.0,1140.0,-5.2,Information,48051.0
779,23,Burnet County,Fourth Quarter,19.0,132.0,-45.0,766.0,43.2,Information,48053.0
780,24,Caldwell County,Fourth Quarter,6.0,,,,,Information,48055.0
781,25,Calhoun County,Fourth Quarter,12.0,59.0,-13.2,644.0,-15.7,Information,48057.0
782,26,Callahan County,Fourth Quarter,4.0,9.0,0.0,1039.0,-46.2,Information,48059.0
783,27,Cameron County,Fourth Quarter,43.0,892.0,-8.8,828.0,-5.7,Information,48061.0
784,28,Camp County,Fourth Quarter,1.0,,,,,Information,48063.0
785,29,Carson County,Fourth Quarter,2.0,,,,,Information,48065.0
786,30,Cass County,Fourth Quarter,4.0,56.0,40.0,448.0,-15.5,Information,48067.0
787,31,Castro County,Fourth Quarter,3.0,,,,,Information,48069.0
788,32,Chambers County,Fourth Quarter,3.0,13.0,0.0,845.0,-0.5,Information,48071.0
789,33,Cherokee County,Fourth Quarter,10.0,49.0,-31.9,934.0,-2.5,Information,48073.0
790,34,Childress County,Fourth Quarter,7.0,27.0,-6.9,594.0,-7.8,Information,48075.0
791,35,Clay County,Fourth Quarter,1.0,,,,,Information,48077.0
792,36,Coke County,Fourth Quarter,1.0,,,,,Information,48081.0
793,37,Coleman County,Fourth Quarter,2.0,,,,,Information,48083.0
